的	白勺
鯖	魚青
麋	鹿米
逶	辵禾女
辺	辵刀
縲	糸田糸
絎	糸行
銎	工丮金
鞔	革象儿
櫨	木虎田皿
瓠	大亏瓜
蚯	虫丘
圇	圍亼冊
圊	圍青
蹕	足畢
罨	网大申
簹	竹尚田
簋	竹艮皿
氘	气八
邉	辵自穴口
徦	行叚
艄	舟小月
煺	火辵食
泚	水止匕
湝	水比白
褳	衤辵車
璠	王釆田
夼	大巛
蠕	虫雨而
蹼	足业廾
暌	日癶天
眇	目少
儐	人宀一㐄貝
鈽	金布
釙	金卜
詆	言氐
馘	首戈口一
襦	衤雨而
遢	辵日羽
逡	辵厶儿夂
婼	女艸𠂇口
縟	糸辰寸
鬲	鬲
殫	歹單
螫	赤攴虫
騕	馬西女
藶	艸厂禾禾止
酩	酉夕口
砘	石屯
戢	口耳戈
噦	口止戌㐄
躂	足辵土羊
跩	足申丿
旰	日干
篳	竹畢
鍑	金𠂉日夂
鎪	金申又
脳	月⺍乂凵
鴝	丩口鳥
応	广心
愬	屰月心
滎	火火冂水
濞	水鼻
窶	穴婁
穸	穴夕
弾	弓單
薍	艸爪幺冂又乚
蔟	艸㫃矢
蕖	艸水巨木
硭	石艸亡
吲	口弓丨
氙	气山
璺	廾同冂玉
鷦	隹火鳥
徂	行且
錆	金青
刎	勿刀
燔	火釆田
洸	水光
瀵	水米其廾
宬	宀成
綪	糸青
玦	王夬
蔞	艸婁
繋	車殳糸
榿	木屮豆
硇	石囟
跬	足土土
牸	牛宀子
簑	竹衣冄
仮	人反
傛	人穴公
辵	辵
舾	舟西
颺	風昜
膾	月會
憮	心無
泐	水阜力
褸	衤婁
衽	衤壬
闘	門豆寸
擘	尸口辛手
綞	糸垂
縑	糸兼
鵡	戈止鳥
玢	王分
喥	口广廿又
笹	竹世
篔	竹口貝
餞	食戔
錟	金火火
舯	舟中
隈	阜鬼人
戞	頁戈
薤	艸歹韭
剽	西示刀
僰	朿朿人
枇	木比
砝	石去
劌	止戌㐄刀
蟈	虫圍戈口一
囹	圍令
罾	网曾
笓	竹比
佧	人上卜
俜	人由丂
仡	人乞
儋	人𠂊厂八言
舳	舟由
胙	月乍
愜	心匚亦人
沬	水未
潒	水象
瀼	水衣口口甘
鄆	九車邑
叚	叚
隠	阜爪彐心
垓	土亥
枸	木丩口
蝟	虫田月
秫	禾术
笶	竹矢
餑	食屮八子
愆	行水心
猊	犬臼儿
詛	言且
瘩	疒艸亼口
疥	疒介
迢	辵刀口
隰	阜日幺幺火
畚	厶大田
甏	南豆彡瓦
堠	土𠂊厂矢
醅	酉丶不口
椛	木艸化
輅	車夂口
梃	木廴千土
霊	雨二业
曌	日月穴工
舎	入土口
涘	水厶矢
哿	力口可
珙	王共
葚	艸甘匚八
蒝	艸厂白小
萑	艸隹
櫝	木出网貝
蚺	虫冄
螄	虫㠯一巾
蚍	虫比
嶇	山匚三口
幗	巾圍戈口一
筌	竹入王
鵂	人木鳥
鴒	令鳥
謳	言匚三口
痌	疒同
愾	心气米
捯	扌至刀
摭	扌广廿火
葜	艸丰刀大
榦	㫃日丁木
藁	艸京口木
醢	酉𠂇口皿
喞	口白匕卩
屼	山兀
烀	火乎
繴	尸口辛糸
紇	糸乞
絯	糸亥
坼	土斥
柟	木冄
巰	巠了巛
鬯	鬯
鐠	金並日
鯃	魚五口
糅	米矛木
嫗	女匚三口
鬨	鬥共
嶅	敖山
騮	馬卯田
莠	艸禾乃
茳	艸水工
暁	日屮兀
偅	人重
錡	金大可
鏹	金弓口虫
亀	龜
鶼	兼鳥
烜	火二回
湁	水扌亼口
袼	衤夂口
甓	尸口辛瓦
乸	也母
紾	糸人彡
螂	虫良邑
暹	辵日隹
帔	巾皮
佾	人八月
肜	月彡
胳	月夂口
瘠	疒脊
翥	者羽
聃	耳冄
髟	長彡
栢	木百
酡	酉它
櫧	木言者
杷	木巴
篠	竹人丨攴木
箛	竹子瓜
鋏	金亦人
鐓	金京京攴
凪	凡止
颶	風目廾
糀	米艸化
淰	水今心
滃	水公羽
済	水齊
湴	水並
鷥	糸糸鳥
琯	王宀㠯
卌	一二二
艨	舟艸冃豕
誃	言多
慄	心西木
鵓	屮八子鳥
薷	艸雨而
萢	艸水勹巳
楛	木艸古
櫬	木辛木見
柁	木它
黠	黑士口
迕	辵午
観	𠂉一隹見
稲	禾爪臼
俓	人巠
鵯	卑鳥
偓	人尸至
鄯	善邑
悕	心爻巾
悩	心⺍乂凵
澪	水雨令
滏	水父王八
寛	宀䒑見
襝	衤亼口口从
険	阜亼口人
醵	酉虎豕
碣	石日勹亡
晡	日甫
矬	矢从土
篼	竹白卯儿
徉	行羊
舴	舟乍
鷄	爪幺大鳥
胩	月上卜
狒	犬弓二
訳	言尺
麂	鹿几
忉	心刀
蓜	艸酉己
囔	口一中冂口口甘衤
躒	足白幺幺木
唦	口水少
噉	口敢
畎	田犬
乗	千艸木
毽	毛廴聿
脿	月表
忔	心乞
熸	火旡旡日
湉	水心舌
緶	糸人更
孌	䜌女
纛	丰母目木丿糸
荘	艸爿士
豳	豕豕山
幄	巾尸至
徼	行白方攴
猖	犬昌
鰩	魚肉缶
癍	疒王文王
悱	心非
湞	水卜貝
孱	尸三子
謦	南厂殳言
柙	木甲
雫	雨下
嚧	口虎田皿
瞠	目尚土
覬	屮豆見
侏	人朱
戧	倉戈
効	交力
焜	火日比
屮	屮
坩	土甘
琤	王爪尹
菝	艸扌犮
茯	艸人犬
蒍	艸爲
蓿	艸宀人百
戡	甘匚八戈
蜻	虫青
圄	圍五口
筘	竹扌口
簦	竹癶豆
僨	人屮貝
鍰	金爪二丿又
猾	犬骨
冲	冫中
戕	爿戈
痊	疒入王
渫	水世木
洶	水勹乂凵
迹	辵亦
疋	疋
隍	阜白王
鬣	長彡巛囟釆
耩	耒魚魚
駅	馬尺
抜	扌𠂇又
揺	扌爪干凵
蓶	艸口隹
茽	艸人中
蕹	艸亠乡隹
蓙	艸广从土
薬	艸白⺍木
槸	木屮宀土丮
醍	酉是
轆	車鹿
麮	來夂去
桷	木角
歴	厂木木止
尥	尢勺
噱	口虎豕
唿	口勿心
禸	禸
黝	黑幺力
缽	缶本
傕	人冂隹
従	行䒑止
敓	公儿攴
鋝	金爪寸
蠃	贏虫
庢	广至
瘞	疒亦人土
痋	疒虫
燿	火羽隹
漃	水宀上小又
縌	糸辵屰
郷	乡
抔	扌不
椹	木甘匚八
柢	木氐
呴	口丩口
蹉	足差
銭	金戔
鰥	魚目水
愔	心音
溻	水日羽
漯	水田糸
窀	穴屯
堔	土网木
騸	馬戶羽
軹	車口八
貲	止匕貝
翾	目一口衤羽
鐃	金堯
廋	广申又
鷓	广廿火鳥
痾	疒阜可
糢	米屮日
惔	心火火
襘	衤會
陘	阜巠
紟	糸今
璵	王廾牙廾
萋	艸一尹女
豨	豕爻巾
崦	山大申
坌	分土
鯧	魚昌
恛	心回
洣	水米
邂	辵角刀牛
繢	糸廾貝
廾	廾
蓍	艸耂日
榀	木三口
檁	木亠回禾
榍	木尸小月
磔	石舛木
嗏	口艸亼小
峇	山亼口
岌	山及
笢	竹民
皛	三白
舨	舟反
亶	亠回日一
癯	疒目目隹
焼	火屮兀
滈	水京口
滝	水辛甲
褟	衤日羽
嫿	女聿田一
菥	艸木斤
菖	艸昌
栳	木耂
杌	木兀
椥	木矢口
桴	木爪子
螓	虫午廾禾
跽	足己心
筅	竹先
逭	辵宀㠯
廻	廴回
弖	弓一
紿	糸厶口
嚭	南豆口不口
赧	赤卩又
鋆	土九二金
贄	幸丮貝
鬘	長彡冃目又
騶	馬𠂇艸
葺	艸口耳
莛	艸廴千土
酔	酉九十
検	木亼口人
呺	口口丂
敤	果攴
幛	巾辛日
剴	屮豆刀
籜	竹扌目幸
働	人重力
舥	舟巴
腙	月宀示
斎	齊示
汩	水圍一
禤	示四羽
劦	三力
妺	女末
媔	女面
胬	女又肉
儿	儿
玷	王卜口
琲	王非
萠	艸朋
蔇	艸食旡
栖	木西
柝	木斥
砵	石本
嚅	口雨而
箝	竹扌甘
凭	人壬几
佝	人丩口
徥	行是
疔	疒丁
堍	土象比
埌	土良
髑	骨目勹虫
穏	禾爪彐心
僤	人單
仫	人丿厶
傯	人囪心
颮	風勹巳
韵	音九二
翫	羽白一兀
彅	弓止舟刀刀
嬬	女雨而
馹	馬日
檎	木亼一乂凵禸
踊	足甬
魡	魚勺
懨	心厂甘月犬
澔	水白牛口
渢	水風
幇	土土寸巾
髭	長彡止匕
珎	王尔
虆	艸三田糸
槇	木真
囲	圍井
暀	日行主
儚	人䒑目勹夕
傖	人倉
偝	人北月
糴	入米羽隹
鐔	金西日十
肭	月内
狍	犬勹巳
匐	勹畐
謌	言可可
懐	心亠目衣
漖	水爻子攴
獣	⺍田一口犬
鼡	⺍几扌
濆	水屮貝
戻	戶大
陲	阜垂
牁	爿可
繲	糸角刀牛
坻	土氐
掟	扌宀正
嚏	口屮八田疋
佻	人兆
敉	米攴
汸	水方
陬	阜耳又
驂	馬三厶人彡
悊	扌斤心
薫	艸重火
蕝	艸糸刀卩
厎	厂氐
覘	卜口見
呰	止匕口
嗞	口䒑幺幺
鸀	目勹虫鳥
甡	生生
盥	廾水皿
躱	身乃木
仳	人比
欷	爻巾欠
鍜	金叚
魼	魚去
斉	齊
慬	心堇
営	⺍冂呂
栄	⺍冂木
汔	水乞
乀	丶
荽	艸爪女
桎	木至
蜞	虫其
蛸	虫小月
盱	目于
溷	水圍豕
袈	力口衣
覡	工从見
攖	扌貝貝女
蝲	虫束刀
蝂	虫爿反
囷	圍禾
趼	足幵
嘽	口單
簭	竹工从廾口
鐖	金幺幺戈人
脕	月象儿
夐	𠂊穴目夂
弚	八人弓
澥	水角刀牛
扃	戶冂口
拏	女又手
耜	耒㠯
茛	艸艮
叶	口十
喰	口食
眚	生目
徭	行肉缶
胴	月同
觚	角瓜
繯	糸目一口衤
壢	土厂禾禾止
蒎	艸水巛卜
靉	雨云旡心夂
樋	木辵甬
鵪	大申鳥
蝰	虫大土土
氅	尚攴毛
晩	日象儿
黥	黑京
嵫	山䒑幺幺
贔	三貝
倶	人目廾
鰣	魚日之寸
訐	言干
旂	㫃斤
斿	㫃子
邶	北邑
犖	火火冂牛
溦	水長儿攴
窞	穴𠂊臼
紒	糸介
堞	土世木
聒	耳舌
蹂	足矛木
笂	竹丮
箹	竹糸勺
僬	人隹火
猙	犬爪尹
鰈	魚世木
袱	衤人犬
遴	辵米舛
纊	糸广黃
紼	糸弓二
壚	土虎田皿
愨	南殳心
駙	馬人寸
蘀	艸扌目幸
蓐	艸辰寸
蔀	艸丶不口邑
軽	車又土
嘂	四口丩
巋	山㠯止彐冂巾
嵂	山行聿
徴	行山王攴
郤	谷邑
鏝	金冃目又
瘕	疒叚
滒	水可可
叕	叕
璫	王尚田
莃	艸爻巾
樻	木廾貝
嗾	口㫃矢
舄	臼烏
疸	疒日一
悝	心里
殂	歹且
迋	辵王
墼	車凵殳土
楀	木禹
奭	大百百
臸	至至
蜩	虫用口
鴞	口丂鳥
黼	业巾⺍甫
嵖	山木且
睺	目𠂊厂矢
侀	人井刀
鋱	金弋心
鉯	金㠯人
塱	良月土
頖	半頁
憍	心丿大京口
悾	心穴工
忸	心丑
滆	水鬲
浭	水更
潵	水木月攴
洊	水才子
浥	水邑
迡	辵尸匕
妁	女勺
毐	士母
捩	扌戶犬
奓	大多
哫	口足
鯓	魚身
渼	水羊大
紘	糸𠂇厶
豌	豆宀夕卩
駘	馬厶口
頼	束頁
蹚	足尚土
躊	足耂工口寸
嚜	口黑土
毘	田比
嶆	山曹
簬	竹足夂口
犵	犬乞
鮱	魚耂
讞	言虎鬲犬
剤	齊刀
竑	立𠂇厶
瀡	水阜辵𠂇工月
顁	宀正頁
衯	衤分
襞	尸口辛衣
姉	女巿
彖	彑豕
姙	女人壬
帑	女又巾
髹	長彡人木
揶	扌耳邑
呬	口四
瞌	目去皿
鼯	臼釆五口
猱	犬矛木
縻	麻糸
怦	心平
忡	心中
渋	水止⺍
洫	水血
濘	水宀心皿丁
榖	南木殳
甍	䒑目勹瓦
蒗	艸水良
櫞	木糸彑豕
蝮	虫𠂉日夂
嗼	口屮日
呪	口口儿
嶒	山曾
顗	屮豆頁
歓	𠂉一隹欠
龠	龠
痍	疒大弓
懣	水廿内内心
渟	水京丁
褦	衤厶肉比
娸	女其
嬢	女衣八甘
邗	干邑
堙	土西土
抨	扌平
蝌	虫禾斗
哘	口行
矓	目龍
臾	廾人
螣	朕虫
夌	屮宀夂
瑢	王穴公
鞞	革卑
蕓	艸雨云
剞	大可刀
綔	大亏丿糸
囮	圍化
眄	目一𠂊乚
嶈	山爿肉寸
黐	禾入水屮乂凵禸
懞	心艸冃豕
湡	水禺
淆	水爻月
沆	水亢
袙	衤白
姤	女𠂆口
鬈	長彡龹卩
酗	酉乂凵
篝	竹魚魚
穠	禾曲辰
伉	人亢
徜	行尚
貊	豸百
悃	心圍木
継	糸米乚
扞	扌干
蕻	艸長共
蒶	艸糸分
唖	口亞
賅	貝亥
睽	目癶天
箅	竹田矢
傜	人肉缶
鏚	金戌卜小
臌	月南豆支
犴	犬干
匍	勹甫
瘌	疒束刀
曽	曾
濋	水木木疋
潕	水無
戣	癶天戈
姮	女二回
塄	土四方
桄	木光
吁	口于
佴	人耳
仉	人几
湲	水爪二丿又
祓	示犮
紲	糸世
垜	土乃木
齧	丰刀齒
栫	木才子
枘	木内
権	木𠂉一隹
檞	木角刀牛
刳	大亏刀
犒	牛京口
剰	千艸木刀
秕	禾比
佌	人止匕
鯪	魚屮宀夂
癘	疒萬
粄	米反
炘	火斤
悢	心良
湅	水柬
礽	示乃
皯	皮干
薠	艸火頁
芓	艸子
喁	口禺
稞	禾果
皞	白白大十
鯗	羊魚
悒	心邑
忑	下心
縶	幸丮糸
瓘	王艸口口隹
聡	耳公心
鞚	革穴工
榎	木頁夂
槻	木夫見
鄲	單邑
黟	黑多
鎹	金辵䒑大
濇	水來圍口
労	⺍冂力
汭	水内
扆	戶衣
隩	阜宀釆廾
繐	糸專心
娩	女象儿
搠	扌屰月
枵	木口丂
螈	虫厂白小
睥	目卑
臬	自木
傺	人肉又示
邠	分邑
鮞	魚而
鰷	魚人丨攴木
鯇	魚宀一兀
沚	水止
澠	水黽
瑨	王晉
耬	耒婁
挻	扌廴丿止
靺	革末
葃	艸日乍
屺	山己
迮	辵乍
脡	月廴千土
朓	月兆
痩	疒申又
巣	⺍果
挲	水少手
祆	示天
芞	艸气
茌	艸人士
栝	木舌
螃	虫凡方
昪	日厶廾
幘	巾丰貝
儇	人目一口衤
獷	犬广黃
嫄	女厂白小
殧	歹京𠂇
丼	井丶
墁	土冃目又
捜	扌申又
鞨	革日勹亡
欐	木麗
磡	石甘匚八力
覧	臣𠂉丶見
歔	虎丘欠
艶	曲豆𠂊卩
髎	骨羽人彡
黌	廾爻冂黃
躰	身本
鱧	魚曲豆
麈	鹿主
淏	水日天
禊	示丰刀大
烝	卩廾凵火
纋	糸頁心夂
繰	糸三口木
趔	走歹刀
玡	王牙
掊	扌丶不口
蟋	虫釆心
迚	辵中
暐	日韋
毳	三毛
儰	人艸爲
錬	金東
鱖	魚厂屰欠
訇	勹言
汚	水亏
陴	阜卑
紑	糸不
犛	未攴厂牛
埴	土直
搐	扌亠幺田
藸	艸豕者
蒛	艸缶夬
蕅	艸水禺
軔	車刀丶
靦	面見
蛯	虫耂
喨	口京儿
黻	业巾⺍犮
鍚	金昜
凖	冫隹十
廨	广角刀牛
瘳	疒羽人彡
鶺	脊鳥
滻	水立厂生
窓	穴厶心
屨	尸行婁
騭	阜步馬
婠	女宀㠯
孥	女又子
埤	土卑
琊	王牙邑
晢	扌斤日
呣	口母
昜	昜
籀	竹扌卯田
媵	朕女
癶	癶
覿	出网貝見
騒	馬又虫
揄	扌俞
拶	扌巛夕
萏	艸𠂊臼
覇	西革月
厓	厂土土
躇	足艸者
簀	竹丰貝
偭	人面
儡	人三田
侘	人宀丿七
勍	京力
纀	糸人业廾
圬	土亏
垳	土行
搛	扌兼
楯	木盾
椈	木勹米
尨	犬彡
銚	金兆
痦	疒五口
懮	心頁心夂
氶	卩廾
塩	土𠂉口皿
蒨	艸人青
樨	木尸毛牛
崕	山厂土土
巉	山象比象比
犠	牛羊我
笅	竹爻
弇	亼口廾
貅	豸人木
舭	舟比
廆	广鬼
怍	心乍
愮	心肉缶
悛	心厶儿夂
滀	水亠幺田
寘	宀真
夛	彐夕
彑	彑
亏	亏
垎	土夂口
蒴	艸屰月
柃	木令
鉒	金主
魨	魚屯
鯡	魚非
邡	方邑
沋	水𠂇
氿	水九
絪	糸圍大
紝	糸壬
纘	糸先先貝
墠	土單
塲	土𠂉昜
駆	馬匚乂
撟	扌丿大京口
蔌	艸束欠
瞢	䒑目勹目
雱	雨方
砕	石九十
啁	口用口
岠	山巨
簨	竹卩卩几
俉	人五口
翛	人丨攴羽
傝	人日羽
垕	𠂆口土
艟	舟童
誋	言己心
冴	冫牙
怩	心尸匕
滉	水日光
沴	水人彡
浄	水𠂊尹
澉	水敢
衧	衤于
阼	阜乍
牂	爿羊
姞	女士口
垧	土宀口
逹	辵幸
栭	木而
砒	石比
狃	犬丑
澌	水其斤
綮	戶攴糸
趄	走且
絜	丰刀糸
掭	扌天心
戁	堇隹心
茺	艸了儿
螻	虫婁
崋	山華
覦	俞見
庣	广兆
烺	火良
熻	火亼口羽
潸	水木木月
沕	水勿
褑	衤爪二丿又
繖	糸木月攴
孋	女麗
妢	女分
檉	木耳口千土
霪	雨水爪壬
尪	尢王
崟	山金
呑	丿大口
玀	犬网糸隹
瘥	疒差
怫	心弓二
褙	衤北月
隣	阜米舛
郪	一尹女邑
耋	耂至
珧	王兆
遘	辵魚魚
蕺	艸口耳戈
椀	木宀夕卩
剄	巠刀
慝	匚艸𠂇口心
嗛	口兼
牾	牛五口
侉	人大亏
倓	人火火
脰	月豆
賸	朕貝
鰰	魚示申
憡	心竹朿
烔	火同
燠	火宀釆廾
濊	水止戌㐄
遅	辵尸羊
闀	門共巳
婗	女臼儿
紕	糸比
殪	歹士冂豆
掤	扌朋
葸	艸田心
貰	世貝
蓊	艸公羽
柈	木半
楗	木廴聿
划	戈刀
匜	匚也
躔	足广里八土
伾	人不一
瑆	王日生
皵	昔皮
茇	艸犮
蕆	艸戊貝
棬	木龹卩
簕	竹革力
傒	人爪幺大
獼	犬弓爾
卆	九十
袤	衣矛
悗	心象儿
洑	水人犬
瀷	水羽鬼廾
祌	示中
褘	衤韋
韡	韋華
縴	糸亠幺冂牛
瑝	王白王
葎	艸行聿
椚	木門
礴	石艸水甫寸
賻	貝甫寸
鯠	魚來
鄜	鹿邑
忕	心大
屣	尸行止止
翬	羽九車
圷	土下
酤	酉古
柷	木口儿
躅	足目勹虫
昺	日丙
罍	三田缶
傋	人魚魚
俙	人爻巾
脙	月求
肄	匕矢聿
麿	麻呂
癔	疒音心
蛍	⺍冂虫
湳	水南
濈	水口耳戈
祅	示丿大
丮	丮
縁	糸彐豕
璿	王歹八八目
睚	目厂土土
癿	白乚
鱒	魚八酉寸
瘙	疒又爪虫
忪	心公
阯	阜止
娠	女辰
覯	魚魚見
蕢	艸廾貝
棼	木木分
欑	木先先貝
蜴	虫日勿
躕	足广南豆寸
甁	并瓦
簰	竹爿卑
侳	人从土
儴	人衣口口甘
鄶	會邑
鏐	金羽人彡
鰾	魚西示
迯	辵夕卜
亰	京
裒	衣臼
庤	广之寸
癃	疒阜夂一生
浘	水尸毛
扂	戶卜口
祫	示亼口
閺	門日文
臠	䜌肉
挿	扌千日
棌	木爪木
歭	止之寸
蝙	虫戶冊
戥	日生戈
忮	心支
惈	心果
襻	衤爻木木又𠂇手
褫	衤𠂆虎
禚	示羊火
掲	扌日勹匕
攛	扌穴臼釆
扱	扌及
鞎	革艮
唴	口羊儿
曚	日艸冃豕
昳	日失
岼	山平
礐	廾爻冂石
伋	人及
鮀	魚它
誸	言弓亠幺
庁	广丁
慲	心廿内内
慥	心辵牛口
祧	示兆
褕	衤俞
堥	矛攴土
夃	乃又
妧	女一兀
媺	女長儿攴
毿	三厶人彡毛
拫	扌艮
搦	扌弓冫弓冫
砢	石可
籐	竹朕水
穜	禾童
倻	人耳邑
癈	疒癶
漭	水屮犬
襤	衤監
憙	南豆口心
趫	走丿大京口
瑱	王真
耱	耒麻石
攮	扌一中冂口口甘衤
釃	酉麗
嶌	山鳥
偛	人干臼
犽	犬牙
羑	羊久
怏	心冂大
灄	水三耳
洿	水大亏
渉	水止少
潃	水行夂月
瀙	水辛木見
戭	寅戈
袛	衤氐
綍	糸屮八子
嫜	女辛日
弆	去廾
捭	扌卑
栱	木共
蜮	虫戈口一
蜢	虫子皿
舁	臼廾
仏	人厶
鞤	土土寸革
塝	土凡方
搣	扌戌火
撹	扌⺍冂見
茪	艸光
棻	艸分木
酴	酉余
槧	車斤木
栴	木𠂉丹
翃	𠂇厶羽
歯	齒
嗕	口辰寸
嚌	口齊
秭	禾𠂔
畠	白田
夎	从土夂
猻	犬子丿糸
譃	言虎丘
瘼	疒屮日
涜	水出冂儿
褓	衤人口木
艸	艸
姏	女甘
垤	土至
哢	口王廾
簏	竹鹿
釢	金乃
熲	匕火頁
癀	疒黃
鏖	鹿金
潲	水禾小月
殠	歹自犬
堣	土禺
玕	王干
驫	三馬
荄	艸亥
薀	艸水圍人皿
酲	酉口千土
囫	圍勿
蹓	足卯田
罽	网厂火火刀
嶢	山堯
崁	山土欠
崡	山矢凵
牤	牛亡
黧	禾丿刀黑
僸	人木木示
劊	會刀
钀	金虎鬲犬
銗	金𠂆口
腄	月垂
脇	月三力
脧	月厶儿夂
孳	䒑幺幺子
涬	水幸
厳	⺍厂敢
涴	水宀夕卩
襁	衤弓口虫
闅	門目攴
菤	艸龹卩
莙	艸尹口
腠	月禾廾
腧	月俞
鮪	魚𠂇月
瘰	疒田糸
疧	疒氏
疰	疒主
摽	扌西示
蕘	艸堯
梺	木木下
檑	木雨田
輞	車网亡
霂	雨水木
黷	黑出网貝
眈	目冂儿
犤	牛网厶肉比
儞	人爾
敍	余攴
衞	行㐄口一巾
飮	食卜欠
鐡	金𢦏口䒑
脥	月亦人
亹	亠廾同冂且
膂	㫃从月
廃	广癶二儿
癉	疒單
愭	心耂日
褗	衤匚日女
衪	衤也
妯	女由
縼	糸㫃疋
蓂	艸冂日又𠂇
篥	竹西木
簃	竹禾多
儱	人龍
螽	夂冫虫虫
爝	火爪四食寸
垰	土卜二卜
堨	土日勹亡
趠	走卜日十
拝	扌一丰
鞮	革是
酎	酉寸
暠	日京口
鼩	臼釆丩口
劓	鼻刀
燐	火米舛
涗	水公儿
漥	水穴土土
袴	衤大亏
襆	衤业廾
姺	女先
娭	女厶矢
趲	走先先貝
払	扌厶
楢	木八酉
貺	貝口儿
艤	舟羊我
膻	月亠回日一
胼	月并
疻	疒口八
煇	火九車
羼	尸三羊
埏	土廴丿止
珷	王戈止
珽	王廴千土
驩	馬艸口口隹
騩	馬鬼
苖	艸由
蒢	艸阜余
栻	木弋工
齢	齒令
喌	口口⺍巛
嗿	口今貝
幪	巾艸冃豕
嶉	山口隹
矧	矢弓丨
犦	牛日出廾米
簷	竹𠂊厂八言
鼴	臼釆匚日女
魊	鬼戈口一
齁	鼻丩口
偊	人禹
倞	人京
悆	余心
鍭	金𠂊厂矢
艂	舟夂丰
脟	月爪寸
虓	九虎
鰹	魚臣又土
褊	衤戶冊
妀	己女
繧	糸雨云
縄	糸黽
綎	糸廴千土
塏	土屮豆
垍	土自
琀	王今口
蒹	艸兼
磻	石釆田
匸	匚
躓	足斤斤貝
笘	竹卜口
貔	豸囟比
獮	犬爾
鮓	魚乍
痼	疒圍古
汧	水幵
涷	水東
窅	穴目
垗	土兆
瑅	王是
藒	艸禾日勹亡
蓧	艸人丨攴木
薸	艸水西示
槙	木真
椄	木辛女
礅	石京京攴
跂	足支
蹣	足廿内内
畤	田之寸
晫	日卜日十
黹	业巾⺍
賎	貝戔
惣	牛勿心
皝	白王光
傞	人差
衎	行干
諵	言南
竝	立立
洢	水人尹
郿	眉邑
姽	女𠂊厂卩
堷	土音
珵	王口千土
捃	扌尹口
芼	艸毛
槤	木辵車
柸	木不一
梏	木牛口
忐	上心
嘓	口圍戈口一
晧	日牛口
麇	鹿禾
潗	水隹木
陜	阜亦人
弐	戈二
赬	赤卜貝
埆	土角
玞	王夫
駄	馬太
薢	艸角刀牛
厜	厂垂
厖	厂犬彡
劂	厂屰欠刀
匼	匚亼口
蚡	虫分
崶	山土土寸
勲	重力火
蜑	廴丿止虫
傴	人匚三口
儵	人丨攴黑
劒	亼口口从刀丶
郛	爪子邑
颻	肉缶風
鵺	夜鳥
奨	爿爪寸大
湀	水癶天
灉	水巛邑隹
矞	矛内口
娯	女吳
邽	土土邑
択	扌尺
苠	艸民
蝣	虫㫃子
嚗	口日出廾米
偁	人爪魚
狨	犬戈十
訏	言于
諴	言戌口
瀣	水歹又韭
綝	糸木木
堎	土屮宀夂
壱	士冂匕
聹	耳宀心皿丁
捔	扌角
菍	艸今心
杮	木巿
勅	束力
輊	車至
栃	木𠂆一𠂊
磙	石衣公
齮	齒大可
罣	四土土
瞴	目無
飳	食主
譫	言𠂊厂八言
遹	辵矛内口
翯	羽京口
繍	糸尹𣶒
堧	土而大
捊	扌爪子
掮	扌戶月
恧	而心
蜾	虫果
咥	口至
辿	辵山
詀	言卜口
蘾	艸土衣目水
蘞	艸亼口口从攴
樫	木臣又土
睃	目厶儿夂
頲	廴千土頁
怓	心女又
禔	示是
禘	示帝
弸	弓朋
繘	糸矛内口
莰	艸土欠
棈	木青
棤	木昔
楩	木人更
枹	木勹巳
郫	卑邑
偟	人白王
脽	月隹
獊	犬倉
膷	月乡
粺	米卑
掎	扌大可
靷	革弓丨
菉	艸彑
橀	木了巛皿
碥	石戶冊
躑	足八酉大邑
跕	足卜口
褁	果衤
顕	日业頁
鷡	無鳥
甃	禾火瓦
篨	竹阜余
倷	人大示
偍	人是
鶲	公羽鳥
瓞	瓜失
獴	犬艸冃豕
鮇	魚未
炰	勹巳火
糬	米网者
焮	火斤欠
泙	水平
挙	⺍廾手
洚	水夂㐄
祔	示人寸
闓	門屮豆
玗	王于
挵	扌王廾
棓	木丶不口
篚	竹匚非
銕	金大弓
瘵	疒肉又示
惛	心氏日
棨	戶攴木
駸	馬彐冂又
揵	扌廴聿
萭	艸禹
藠	艸三白
蔿	艸爲
藦	艸麻手
榯	木日之寸
斝	口口冂斗
暍	日日勹亡
賥	貝卒
舲	舟令
狚	犬日一
鰕	魚叚
怱	囪心
讃	言夫夫貝
癧	疒厂禾禾止
瘐	疒廾人
渃	水艸𠂇口
浡	水屮八子
涢	水口貝
渕	水䒑大刀
衶	衤中
擐	扌目一口衤
挼	扌爪女
莕	艸木口
葥	艸止舟刀
栯	木𠂇月
桕	木臼
蚷	虫巨
咡	口耳
篌	竹𠂊厂矢
俥	人車
脭	月口千土
狁	犬厶儿
鯔	魚巛田
訞	言丿大
埫	土尚
摛	扌屮乂凵禸
苨	艸尸匕
厰	厂尚攴
尰	尢重
躞	足言火火又
囃	口衣木隹
婓	非女
偢	人禾火
鉶	金井刀
钁	金目目隹又
舺	舟甲
狌	犬生
頩	并頁
憱	心京𠂇
隉	阜臼土
翋	羽立
姁	女丩口
嫋	女弓冫弓冫
喤	口白王
眳	目夕口
釭	金工
鋂	金每
洀	水舟
湇	水立月
祏	示石
墘	土㫃日丁乙
逜	辵五口
捽	扌卒
揎	扌宀二回
轌	車雨彐
轢	車白幺幺木
吷	口夬
倂	人并
飜	釆田乙冫非
釈	釆尺
臑	月雨而
猹	犬木且
竷	辛日夂㐄夂
瘽	疒堇
淯	水了月
宍	宀宀
